TIME_PERIOD;MEDIDAS;TERRITORIO;ACTIVIDAD_ECONOMICA;OBSERVACIONES
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";35
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de vehículos de motor, remolques y semirremolques;1
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Almacenamiento y actividades anexas al transporte;17
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Servicios;2957
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Agricultura, ganadería, silvicultura y pesca;103
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Administración pública y defensa; seguridad social obligatoria";0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";29
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Captación, depuración y distribución de agua;8
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Servicios financieros, excepto seguros y fondos de pensiones;2
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria;120
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades auxiliares a los servicios financieros y a los seguros;23
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Silvicultura y explotación forestal;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria del papel;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";9
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de otros productos minerales no metálicos;8
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades relacionadas con el empleo;1
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades sanitarias;63
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria de la alimentación, bebidas y tabaco;33
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de maquinaria y equipo n.c.o.p.;1
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Comercio al por menor, excepto de vehículos de motor y motocicletas;557
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;22
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Reparación de ordenadores, efectos personales y artículos de uso doméstico;7
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Transporte aéreo;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Telecomunicaciones;12
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";7
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de otro material de transporte;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Edición;2
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;1
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Investigación y desarrollo;5
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;83
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Coquerías y refino de petróleo;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Agricultura, ganadería, caza y servicios relacionados con las mismas;67
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades postales y de correos;4
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades inmobiliarias;99
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Transporte terrestre y por tubería;269
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Industrias extractivas;3
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos farmacéuticos;1
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Construcción;359
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;1
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Industria química;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Construcción;359
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos metálicos, excepto maquinaria y equipo;22
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";117
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Hostelería;871
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Artes gráficas y reproducción de soportes grabados;13
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de servicios sociales;14
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Servicios técnicos de arquitectura e ingeniería; ensayos y análisis técnicos";24
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos informáticos, electrónicos y ópticos;1
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Total;3539
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Educación;111
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Venta y reparación de vehículos de motor y motocicletas;85
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades deportivas, recreativas y de entretenimiento;71
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de productos de caucho y plásticos;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Fabricación de muebles; otras industrias manufactureras";7
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Publicidad y estudios de mercado;8
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades asociativas;43
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Fabricación de material y equipo eléctrico;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Programación, consultoría y otras actividades relacionadas con la informática; servicios de información";15
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de organizaciones y organismos extraterritoriales;0
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Reparación e instalación de maquinaria y equipo;8
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Suministro de energía eléctrica, gas, vapor y aire acondicionado;4
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades de seguridad e investigación; servicios a edificios y actividades de jardinería; actividades administrativas de oficina y otras actividades auxiliares a las empresas";130
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Actividades de alquiler;56
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Otros servicios personales;133
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Pesca y acuicultura;36
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;Transporte marítimo y por vías navegables interiores;14
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Industria de la madera y del corcho, excepto muebles; cestería y espartería";2
01/2023;Empresa inscrita en la Seguridad Social;Fuerteventura;"Actividades de creación, artísticas y espectáculos; actividades de bibliotecas, archivos, museos y otras actividades culturales; actividades de juegos de azar y apuestas ";25
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;"Otras actividades profesionales, científicas y técnicas; actividades veterinarias";280
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de vehículos de motor, remolques y semirremolques;3
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Almacenamiento y actividades anexas al transporte;240
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Servicios;22467
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Agricultura, ganadería, silvicultura y pesca;1011
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;"Administración pública y defensa; seguridad social obligatoria";0
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades de los hogares como empleadores de personal doméstico; actividades de los hogares como productores de bienes y servicios para uso propio";491
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Captación, depuración y distribución de agua;106
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Servicios financieros, excepto seguros y fondos de pensiones;41
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Industria;1314
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Actividades auxiliares a los servicios financieros y a los seguros;238
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Silvicultura y explotación forestal;9
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Industria del papel;11
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades cinematográficas, de vídeo y de programas de televisión, grabación de sonido y edición musical; actividades de programación y emisión de radio y televisión";116
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de otros productos minerales no metálicos;54
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Actividades relacionadas con el empleo;41
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Actividades sanitarias;804
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Industria de la alimentación, bebidas y tabaco;287
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de maquinaria y equipo n.c.o.p.;26
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Comercio al por menor, excepto de vehículos de motor y motocicletas;4094
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;"Metalurgia; fabricación de productos de hierro, acero y ferroaleaciones";5
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos;190
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Reparación de ordenadores, efectos personales y artículos de uso doméstico;111
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Transporte aéreo;15
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Telecomunicaciones;62
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;"Recogida y tratamiento de aguas residuales; recogida, tratamiento y eliminación de residuos; valorización; actividades de descontaminación y otros servicios de gestión de residuos";50
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de otro material de transporte;8
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Edición;36
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Industria textil, confección de prendas de vestir, industria del cuero y del calzado;60
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Investigación y desarrollo;40
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas;1504
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Coquerías y refino de petróleo;1
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Agricultura, ganadería, caza y servicios relacionados con las mismas;934
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Actividades postales y de correos;29
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Actividades inmobiliarias;831
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Transporte terrestre y por tubería;1331
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Industrias extractivas;12
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos farmacéuticos;21
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Construcción;2576
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Seguros, reaseguros y fondos de pensiones, excepto Seguridad Social obligatoria;50
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Industria química;30
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Construcción;2576
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;Fabricación de productos metálicos, excepto maquinaria y equipo;191
01/2023;Empresa inscrita en la Seguridad Social;Tenerife;"Actividades jurídicas y de contabilidad; actividades de las sedes centrales; actividades de consultoría de gestión empresarial";1096
